screen_name,tweet_id,datetime,date,time,latitude,longitude,content
VirtualJukebox,6.62866E+17,11/7/15 5:34,11/07/15,5:34,51.8840944,-1.75947392,Jubel by Klingande is #nowplaying in Duke of Wellington.  Download it now at https://t.co/M5jIIiwtw2
itsmaddogg,6.62866E+17,11/7/15 5:34,11/07/15,5:34,44.87338911,-93.49143727,"Win or lose, I would change being a Crimson for the world  @ Eden Prairie High School Football https://t.co/C3Lg1U5QX7"
noorjyousef,6.62866E+17,11/7/15 5:37,11/07/15,5:37,34.27192047,-118.8973073,gonna miss watching this one play @ Moorpark High School Football Field https://t.co/DuVO3wirRD
wvldchvld,6.62867E+17,11/7/15 5:37,11/07/15,5:37,32.59941111,-97.32076364,"""@_YaBoi_Averil_: I'm a Spartan and an Elk. I support both teams. Bhs more with football and chs more with basketball. I'm purple af."""
BrennanMcCurdy,6.62867E+17,11/7/15 5:38,11/07/15,5:38,38.63410668,-121.432886,Clear eyes. Full hearts. Go Grant! @ Grant High School Football Field https://t.co/PJT9QlbfKO
drewbacca22,6.62867E+17,11/7/15 5:38,11/07/15,5:38,37.31963201,-121.8687362,Friday Night Football with my brotha biggame1.  #GoSpartans #SJSU #SanJoPorVida #SJSUvBYU https://t.co/pyPZZ9KBvg
AdeqAnba,6.62867E+17,11/7/15 5:38,11/07/15,5:38,38.58578099,68.76899843,There's two times of year for me . Football season and waiting for https://t.co/NszS1iGPLX
Jarred_Berger,6.62867E+17,11/7/15 5:39,11/07/15,5:39,44.537888,-123.356064,Philomath defeated Junction City 7-0 in the first round of the OSAA 4A Football Playoffs. They https://t.co/PFnAfMJux0
hwest___,6.62868E+17,11/7/15 5:41,11/07/15,5:41,37.14890186,-93.28850097,AYYYEEE HOW BOUT THEM CHIEFS??!!?? WE'RE 12-0!!!!!!!!!!!!!! @ Kickapoo Football Stadium https://t.co/nHL62Wbd19
sydneymarkey,6.62868E+17,11/7/15 5:43,11/07/15,5:43,33.47777778,-117.7005556,Just watched my giant of a little brother play the last league game of his high school football https://t.co/FglWXkSJgH
lramirez2017,6.62868E+17,11/7/15 5:43,11/07/15,5:43,36.78844801,-97.27988524,we love football and our junior boys @ Blackwell Football Field https://t.co/rYRU6qiWvT
kaitlynphenicie,6.62868E+17,11/7/15 5:44,11/07/15,5:44,36.31553391,-96.46213993,HAHAHHA #seniors ;) @ Cleveland High School Football Field https://t.co/F6YqOotcdJ
bettyboopfit,6.62868E+17,11/7/15 5:44,11/07/15,5:44,34.01520827,-117.5681316,"Football, Fun, Family! Supporting our player. #ourfridaynight https://t.co/ssT2dirshV"
JacksonvilleCP,6.62869E+17,11/7/15 5:47,11/07/15,5:47,30.32633066,-81.65339546,St. Augustine beats Palatka. https://t.co/iBLtGxcVzu
JacksonvilleCP,6.62869E+17,11/7/15 5:47,11/07/15,5:47,30.32633066,-81.65339546,https://t.co/xiRuyexzII
JacksonvilleCP,6.62869E+17,11/7/15 5:47,11/07/15,5:47,30.32633066,-81.65339546,Colquitt County beats Camden County. https://t.co/qFMD5Vu41m
__airwrecka__,6.62869E+17,11/7/15 5:47,11/07/15,5:47,33.90055556,-117.2075,"You'll never be cooler than my Santa snuggie at the football game. P.S. Vista got murdered today. https://t.co/u5Sn5fOMDN"
keendyyy_,6.62869E+17,11/7/15 5:49,11/07/15,5:49,36.2128131,-119.3260966,"I'm still proud of our football team, they did amazing out there #foreverredskins "
ElliterateMusic,6.62869E+17,11/7/15 5:49,11/07/15,5:49,36.00111111,-78.93888889,Just got word from my fans at duke University that my new track with @statikselekt &amp; @termanologyst https://t.co/hW1boc0QbV
ColumbusCP,6.6287E+17,11/7/15 5:50,11/07/15,5:50,39.96378925,-82.99527267,High-school football | Watterson's second-half explosion fuels victory https://t.co/8nqXHZr57z
ColumbusCP,6.6287E+17,11/7/15 5:50,11/07/15,5:50,39.96378925,-82.99527267,"High-school football | Defense, wildcat offense help Worthington Kilbourne come back https://t.co/V1SPJ1mHj9"
jCHIKKIw,6.6287E+17,11/7/15 5:50,11/07/15,5:50,37.79885833,-122.161575,"x football player + a cheerleader x @ Skyline High School (Oakland, https://t.co/KDaFN7gmTN"
Humble_Grace,6.6287E+17,11/7/15 5:50,11/07/15,5:50,33.6555785,-117.6711501,https://t.co/wJ4HeSiGXW #16treshon
kaseyleeann19,6.6287E+17,11/7/15 5:50,11/07/15,5:50,29.52666667,-95.07305556,"Seeing all my favorite seniors posting ""my last football game"" pictures made me a little nostalgic https://t.co/2CqKtft5Go"
Rolandcuuh,6.6287E+17,11/7/15 5:50,11/07/15,5:50,33.88854408,-118.0863466,Last football game with her  @ Excelsior Stadium https://t.co/Jph58kst1v
CiaVee909,6.6287E+17,11/7/15 5:52,11/07/15,5:52,34.02228473,-117.329559,From football to basketball  @ GTHS Football Stadium https://t.co/TNQ7bx6YZq
madilyncook,6.6287E+17,11/7/15 5:52,11/07/15,5:52,34.0853128,-96.7770891,Football season is over but I am so thankful that I got to spend it with https://t.co/JwkXt8jFLR
cathcapriotto,6.6287E+17,11/7/15 5:52,11/07/15,5:52,42.774,-78.787,She doesn't even like football @ Ralph Wilson Stadium https://t.co/JKmW1I1tYm
_austin723_,6.62871E+17,11/7/15 5:53,11/07/15,5:53,35.80409351,-80.36779714, @ West Davidson football field https://t.co/RmnRo71Pbj
tgossel5,6.62871E+17,11/7/15 5:53,11/07/15,5:53,42.77361111,-78.78694444,Football. @ Ralph Wilson Stadium https://t.co/n7EGgYp8CP
HunterHammond32,6.62872E+17,11/7/15 5:58,11/07/15,5:58,39.6298983,-104.8838455,Last HS football game with my fav @ Stutler Bowl https://t.co/E3fYS1BEHt
AlienQLD,6.62872E+17,11/7/15 5:58,11/07/15,5:58,-19.2992401,146.7630768,Duke it out boys 1.. 2... 3... @ Stockland Townsville Centre https://t.co/q7wRA3kvKx
sydneydiaz12,6.62872E+17,11/7/15 5:58,11/07/15,5:58,34.03045472,-81.15562993,lil pimp god unner @ The Swamp - River Bluff Football Stadium https://t.co/COFN9g9ZXv
aziahramon,6.62872E+17,11/7/15 5:59,11/07/15,5:59,26.1928196,-97.682457,Today was bittersweet last birdbowl and last football game with old https://t.co/HBvlzX7NiJ
ynnmedianetwork,6.62872E+17,11/7/15 5:59,11/07/15,5:59,-32.33912488,148.359375,"Ex-NFL Punter Tweets Out Dallas Cowboys PR Phone Number, So File Your Greg Hardy Outrage https://t.co/ifhXXy1cQb https://t.co/JRYou10bhp"
kenzothesteez,6.62872E+17,11/7/15 5:59,11/07/15,5:59,32.64134585,-116.9691492,Victory is ours #DK33 @ Eastlake High Football field. https://t.co/bzpGg8r60t
ynnmedianetwork,6.62872E+17,11/7/15 6:00,11/07/15,6:00,25.71743572,-80.20239204,"Ex-NFL Punter Tweets Out Dallas Cowboys PR Phone Number, So File Your Greg Hardy Outrage https://t.co/JMQUZr5qLc https://t.co/iQCOCwvuYl"
sara_mullis,6.62872E+17,11/7/15 6:00,11/07/15,6:00,35.61154688,-77.35587759,"Football games, Halloween activities, an eventful night downtown, and https://t.co/BXTOVnPRT9"
asouthernsweet,6.62873E+17,11/7/15 6:01,11/07/15,6:01,25.76503137,-80.19409263,A top notch Friday night... The night before Canes football.....  https://t.co/19LgivGAH3
brianloebig,6.62873E+17,11/7/15 6:01,11/07/15,6:01,38.98641667,-77.08872222,Little brother and big brother on senior night and the last game of this HS football players career! https://t.co/8Fsca4DPZw
SarahPickens09,6.62873E+17,11/7/15 6:02,11/07/15,6:02,36.10624023,-97.9073482,Friday night {family} football. So happy I got to see this stud I call my https://t.co/4olojJlYLJ
alexishobbs_17,6.62873E+17,11/7/15 6:03,11/07/15,6:03,40.4128,-84.7764,"Friday night football and Marah are two of my favorite things @ Fort Recovery, Ohio https://t.co/Bb3rmtkwiU"
Mrawohs,6.62873E+17,11/7/15 6:03,11/07/15,6:03,32.63059601,-116.9348773,@AntonioRiggins no problem football bud
RoobBoob,6.62873E+17,11/7/15 6:04,11/07/15,6:04,33.325119,-111.9917603,Last football game with HoneyBoo @ Mountain Pointe High School https://t.co/5JOLoX35ay
Barrymccarthy,6.62873E+17,11/7/15 6:05,11/07/15,6:05,37.775,-122.418,"""World Cup USA '94 Pinball?"" - ""Played it mate"" #pinball #USA94 #Football #Office #Quantcast https://t.co/ieTEBgmy7S"
MightYgir4,6.62874E+17,11/7/15 6:05,11/07/15,6:05,32.78682793,-79.93845771,Conway High is having such a great football season!
zoearanaa,6.62874E+17,11/7/15 6:07,11/07/15,6:07,37.97119882,-121.7165085,much love for my gorgeous best friend  @ Freedom's Football Field https://t.co/Auv5FtcT0c
tantan1595,6.62874E+17,11/7/15 6:07,11/07/15,6:07,13.78260048,100.4673797,Back in business.   #football #with #friends #winningseven #goalkeeper #hot #fun #passion #adidas https://t.co/dN2y6J7jgo
kaitlynmurrayyy,6.62874E+17,11/7/15 6:09,11/07/15,6:09,36.17140349,-115.3368282,ilysmbgic @ Palo Verde High School Football Stadium https://t.co/Eid9KNuidT
mayalouk,6.62875E+17,11/7/15 6:11,11/07/15,6:11,32.92560354,-96.63659768,last regular season football game with some of my favorite people  @ Williams Stadium https://t.co/FHdeCxPvoK
skilltothrill20,6.62876E+17,11/7/15 6:16,11/07/15,6:16,33.882959,-117.3347078,"Football season just ended, but I already miss it. @ King High School https://t.co/ptUMsLxIX9"
lildish_57,6.62876E+17,11/7/15 6:16,11/07/15,6:16,37.80183159,-120.9948319,Last football game of Senior Year Good job Wyatt!! #senioryearbaby https://t.co/EpiVcgimjX
Aphendulwe07,6.62876E+17,11/7/15 6:16,11/07/15,6:16,-33.8696209,25.619236,"We know that's the nature of S.A football fans.Short sighted, Pitso was under fire but now a hero.The #TinklerMustFall calls are ancient now"
MBushMtDemo,6.62877E+17,11/7/15 6:18,11/07/15,6:18,38.40112,-121.38017,@104thehawk When did you guys started posting high school football scores?
ElPasoCP,6.62877E+17,11/7/15 6:18,11/07/15,6:18,31.76017093,-106.4855885,Photos: UTEP Football keeps post season hopes alive with 24-21 win over Rice. https://t.co/Pb6F6e052o
ElPasoCP,6.62877E+17,11/7/15 6:18,11/07/15,6:18,31.76017093,-106.4855885,Low UTEP football attendance may be impacting Cincinnati Entertainment District https://t.co/PVpffg8eKV
ebiharappa,6.62877E+17,11/7/15 6:20,11/07/15,6:20,35.66018679,139.6673322, @ DUKE saloon https://t.co/4gFYODRHw4
MrWright98,6.62877E+17,11/7/15 6:21,11/07/15,6:21,34.5474314,-80.5911188,Lord knows what will happen in college football tomorrow
cozyxmendes,6.62877E+17,11/7/15 6:21,11/07/15,6:21,33.5790564,-117.6131686,#undereyebags #rftb @ Tesoro High School Football Field https://t.co/3lC2t7AHaf
CharlotteCP,6.62878E+17,11/7/15 6:23,11/07/15,6:23,35.22483977,-80.84079342,Area HS football scores clthsfb https://t.co/9rO3fL3S5y
CharlotteCP,6.62878E+17,11/7/15 6:23,11/07/15,6:23,35.22483977,-80.84079342,JCSU free safety Carlo Thomas takes lead in NCAA interceptions CIAA JCSU Athletics https://t.co/xrpXM6yKjB
SeattleCP,6.62878E+17,11/7/15 6:23,11/07/15,6:23,47.6054773,-122.3324783,"Backtalk: Times readers sound off on 'dirty' block on Ricardo Lockette, Bremerton coach's prayers via The Seattle https://t.co/frbCECUwep"
PhiladelphiaCP,6.62878E+17,11/7/15 6:23,11/07/15,6:23,39.93997834,-75.16645509,Friday Football Frenzy! Check out the teams highlighted this week CBS3Frenzy Part 1 https://t.co/aUtBQA8b6G
MilwaukeeCP,6.62878E+17,11/7/15 6:24,11/07/15,6:24,43.04137104,-87.90968018,Op Football quarterfinals: Brookfield East vs Homestead https://t.co/5CaT0DEhMs
MilwaukeeCP,6.62878E+17,11/7/15 6:24,11/07/15,6:24,43.04137104,-87.90968018,Op Football Quarterfinals: Arrowhead vs Oconomowoc https://t.co/dcen2x89AO
MilwaukeeCP,6.62878E+17,11/7/15 6:24,11/07/15,6:24,43.04137104,-87.90968018,Op Football quarterfinals: Marquette vs Fond du Lac https://t.co/uyp2BA9hnv
MilwaukeeCP,6.62878E+17,11/7/15 6:24,11/07/15,6:24,43.04137104,-87.90968018,Op Football quarterfinals: Muskego vs Franklin https://t.co/lGJKt3cW5V
carriesaltsman,6.62879E+17,11/7/15 6:28,11/07/15,6:28,32.3743029,-99.78152952,Bittersweet last home football game  glad we came home with a win  @ Wylie Bulldog Stadium https://t.co/qMKtGUqBdb
xdlche,6.6288E+17,11/7/15 6:29,11/07/15,6:29,30.4346055,-88.82502531,So our football team ended the season with 9-3 :-)
ynnmedianetwork,6.6288E+17,11/7/15 6:29,11/07/15,6:29,32.69424975,-96.72802761,Kmarkos NFL DraftKings Tournament Picks  Week 9 https://t.co/VTyYIFDLIh https://t.co/o9P6nkgavW
ashtonm14,6.6288E+17,11/7/15 6:31,11/07/15,6:31,37.3502808,-79.1790924,"we stinkin love ya, liberty football  (enough to sleep in a tent all night for front row seats) https://t.co/FMd1yN5KUV"
PolishMike20,6.6288E+17,11/7/15 6:33,11/07/15,6:33,42.885218,-88.144508,Muskego Football 2016. Great season boys.  @ Muskego High School https://t.co/IckzUfZCwA
jamiegazza,6.62992E+17,11/7/15 13:58,11/07/15,13:58,53.65436064,-1.76875266,Oh dear #lufc #htafc @ Huddersfield Town Football Stadium https://t.co/l7rV6n72UM
VirtualJukebox,6.62992E+17,11/7/15 13:58,11/07/15,13:58,54.11666888,-3.22611356,"Kingston by Good Lovelies is #nowplaying in Duke of Edinburgh Hotel, Barrow-in-Furness.  Download it now at https://t.co/pLKztL1HDL"
mjmarr_star,6.62992E+17,11/7/15 13:58,11/07/15,13:58,52.5049828,-0.7132417,Not seen one of these in a football ground before. #corby #bucks https://t.co/Va4Xl7ocFx
PHS_Principal,6.62993E+17,11/7/15 13:58,11/07/15,13:58,28.230474,-82.3855724,"Big day for PHS! Good luck to Sarah and Bryce at States, our Band of Pirates at MPA, and our Financial Team at financial football."
kozakcreative,6.62993E+17,11/7/15 14:00,11/07/15,14:00,39.10093107,-84.5174494,Ohio Women's Leadership Summit #leaders #ohio @meredithwhitney @ Duke Energy Convention Center https://t.co/lklM5qbyCS
HlubiSA,6.62993E+17,11/7/15 14:02,11/07/15,14:02,-26.23445783,27.98228815,"Orlando Pirates Football Club.... #OPFC #AllIn @ Soccer City,FNB Stadium https://t.co/xkg02xH4Io"
SanAntonioCP,6.62993E+17,11/7/15 14:02,11/07/15,14:02,29.42989111,-98.48699646,"FOOTBALL PHOTOS:Brennan finished off O'Connor, 35-21, to win the District 27-6A championship Friday night. https://t.co/z7AW2yIARA"
SanAntonioCP,6.62993E+17,11/7/15 14:02,11/07/15,14:02,29.42989111,-98.48699646,"FOOTBALL PHOTOS: Clemens completed an 8-2 regular season by defeating New Braunfels, 34-27, to grab a playoff spot. https://t.co/DWwRz0ZBwZ"
tselemma,6.62994E+17,11/7/15 14:02,11/07/15,14:02,27.7659376,-82.6368617,"@total_433 I warned you; its American...soccer! I am missing football, something to play using feet!!"
_Ashley1940,6.62994E+17,11/7/15 14:02,11/07/15,14:02,34.0855071,-84.03570635,Love me some senior cheerleaders  ((where are Kat and Maddie idk)) @ Lanier High Football https://t.co/lkvEgaYKmC
velvetent,6.62994E+17,11/7/15 14:02,11/07/15,14:02,35.96390694,-78.95880606,Support CIAA Football. Championship game in Durham next Saturday. Welcome social Friday... @ Sake https://t.co/332Uzk4NtB
ThomasGazso,6.62994E+17,11/7/15 14:04,11/07/15,14:04,48.5629936,16.5724739,American Football in Niedersterreich @afcbastards zu Gast bei den @WSpartans_AFC https://t.co/aVUXBAMTkK
Meladon,6.62994E+17,11/7/15 14:04,11/07/15,14:04,28.1340599,-80.5792313,Looks like a great day for some FOOTBALL!!! And the greatest part of today is we get to see our https://t.co/RRuclGsVdp
iammatthewliao,6.62995E+17,11/7/15 14:07,11/07/15,14:07,14.60760833,120.9766694,Philadelphia Panthers with their @jersey_haven  s/o to @_akt15 @ https://t.co/dKpaAc4rqm
VirtualJukebox,6.62995E+17,11/7/15 14:09,11/07/15,14:09,51.8840944,-1.75947392,Gold by Spandau Ballet is #nowplaying in Duke of Wellington.
hazwanhakim,6.62995E+17,11/7/15 14:09,11/07/15,14:09,3.19491657,101.7168465,"I'm at Indoor Football Centre (IFC) in Setapak, Kuala Lumpur https://t.co/wgSJYcooV8"
jjcurly,6.62995E+17,11/7/15 14:09,11/07/15,14:09,39.10093107,-84.5174494,I'm at the women's summit #phwomenssummit @jjkirley @ Duke Energy Convention Center https://t.co/dE36ls3AEg
inVincebility,6.62996E+17,11/7/15 14:14,11/07/15,14:14,15.4813506,120.5810208,"@kirby_jfv-draizen-model-football-gwapo"
USFBullsSRH,6.62996E+17,11/7/15 14:14,11/07/15,14:14,27.97633774,-82.50394182,#USF Today's state college football games at a glance https://t.co/WeRnQqQQ60 #SportsRoadhouse
tom4003,6.62997E+17,11/7/15 14:14,11/07/15,14:14,53.72852168,-2.48956084,#honourguard #blackburnrovers #remberence @ Blackburn Rovers Football Club - Ewood Park https://t.co/e0TpQTCC2z
ChelseaLimV,6.62997E+17,11/7/15 14:15,11/07/15,14:15,14.55359504,121.0508028,Played football at Turf 
tuttafucco,6.62997E+17,11/7/15 14:15,11/07/15,14:15,52.45658889,13.56572778,Union. Union. Union!!  #berlin #football #unionberlin #fcunion @ 1. FC Union Berlin https://t.co/5WrUkmWO9O
WasimFiroz_,6.62997E+17,11/7/15 14:16,11/07/15,14:16,22.6400751,88.4130131,@KunalTarcaryen Baap re! Favorite football team?
balarahman1,6.62997E+17,11/7/15 14:16,11/07/15,14:16,3.2075044,101.7418989,MU team looks good n here is hoping we play with pace fluid passing attacking football GO GO RED DEVILS n win the game#MUFC
_xXcuseMYpretty,6.62997E+17,11/7/15 14:17,11/07/15,14:17,32.8454442,-85.2163106,"Woke up missing my brother for some reason,  so I watched his football high lights  @bridges__4  ready for you to come back homeeee"
RCoteNPD,6.62997E+17,11/7/15 14:17,11/07/15,14:17,46.7839,-71.2841,Football @rougeetor premier #tailgate  vie. Merci  Jocelyn et sa gang! https://t.co/M9zIaNpOFY
HMATTHIAS,6.62997E+17,11/7/15 14:17,11/07/15,14:17,39.98783505,-86.0936847,@WhoDoIOwe @PatBoylanPacers @DD1070 boo. I want the latest high school football and basketball newd
SanDiegoCP,6.62997E+17,11/7/15 14:17,11/07/15,14:17,32.7143122,-117.166272,Youth football player with no limbs is defying odds https://t.co/adyj0QoQW9
Boston_CP,6.62997E+17,11/7/15 14:17,11/07/15,14:17,42.3561185,-71.0552516,Steve Buckley : Time to exile 'leader' Greg Hardy from NFL https://t.co/gQyPMIpSDz
HMATTHIAS,6.62997E+17,11/7/15 14:17,11/07/15,14:17,39.98768833,-86.0936064,@WhoDoIOwe @PatBoylanPacers @DD1070 boo I want the latest high school football and basketball news
robertopuzzi,6.62998E+17,11/7/15 14:18,11/07/15,14:18,51.53186007,0.03865601,#whufc #boleynground @ West Ham Utd Football Ground https://t.co/8TNgdyTIhr
anrisolihin1899,6.62998E+17,11/7/15 14:18,11/07/15,14:18,-6.81917113,107.5978075,#GelandangIdola #CMF #HBFC #Football @ FootballPlus https://t.co/FSisbiWfbZ
jusbekoz,6.62998E+17,11/7/15 14:19,11/07/15,14:19,37.79114889,-81.21368363,@michaelminnich I might. We also have state volleyball and Shepherd football.
robertopuzzi,6.62998E+17,11/7/15 14:19,11/07/15,14:19,51.53186007,0.03865601,#whufc #boleynground #stalls #badges @ West Ham Utd Football Ground https://t.co/HTt9XCnpDv
tashana_wall,6.62998E+17,11/7/15 14:19,11/07/15,14:19,45.12248622,-92.53888136,Hey Somerset who's good at football now?
Sessltd14Steven,6.62998E+17,11/7/15 14:20,11/07/15,14:20,51.40534807,-0.28234447,#facup #cupfever @ Kingsmeadow - Home of AFC Wimbledon and Kingstonian Football Club https://t.co/vmPSUobouI
jjcurly,6.62998E+17,11/7/15 14:20,11/07/15,14:20,39.10093107,-84.5174494,Sherrod Brown at the Ohio women's leadership conference @jjkirley hayleykirley @ Duke Energy https://t.co/G71Ml24Bkg
Sebastian_Lethu,6.62998E+17,11/7/15 14:21,11/07/15,14:21,-33.9312716,18.6358416,Real football lovers ibukwaphi I man u vs west Brom
DetroitCP,6.62998E+17,11/7/15 14:21,11/07/15,14:21,42.33312717,-83.04848769,Michigan Football vs. Rutgers Football: Defense needs to rebound https://t.co/v4T0RfkNoB
junfuphoto,6.62998E+17,11/7/15 14:21,11/07/15,14:21,42.0785,-83.7025,It's trophy time. Milan wins district final last night. #mhsaa #football #fridaynightlights @ Milan https://t.co/On90h3PQrA
IIAlphonse,6.62998E+17,11/7/15 14:22,11/07/15,14:22,27.9864597,-82.4993591,Class of 1987 Jesuit High School @ Jesuit High School Football - Tampa https://t.co/KF6daMATHy
AdamUnger101,6.62999E+17,11/7/15 14:24,11/07/15,14:24,33.68414038,-118.0121111,"""@sallyjenx: A few musings about #tombrady. https://t.co/PDqT2dKKiL"" / Great read, such incredible fortitude, persistence and self belief."
anrisolihin1899,6.62999E+17,11/7/15 14:24,11/07/15,14:24,-6.83509505,107.5950397,#HBFC #Football #trequartista #27 @ FootballPlus Arena https://t.co/1ABXDmYVtb
Maalibu33,6.62999E+17,11/7/15 14:24,11/07/15,14:24,53.27353401,-6.28605174,#Training #Football #Gunners #AFC @ Dublin 16 https://t.co/8rAWlypcMf
_mattyice19,6.63E+17,11/7/15 14:26,11/07/15,14:26,33.20777778,-87.55055556,"The most iconic rivalry in college football. 60 minutes of smash mouth, https://t.co/Dn0Mbxuif3"
paulypauluk,6.63E+17,11/7/15 14:27,11/07/15,14:27,53.72852168,-2.48956084,Me and Katie at her first proper Brentford match away v Blackburn Rovers @ Blackburn Rovers Football https://t.co/LkbgJzMKWW
Agent_AKie,6.63E+17,11/7/15 14:27,11/07/15,14:27,-25.7565902,28.2013741,Chiefs?...I don't see us exhibiting our brand of football
SportsMed18,6.63E+17,11/7/15 14:28,11/07/15,14:28,36.8377654,-76.2963188,My prayers goes out to the Football  player and Dad who died  in a car crash  from MISSISSIPPI  State . Send prayers to the Bulldogs .
allengrunas,6.63E+17,11/7/15 14:28,11/07/15,14:28,42.60951753,-83.50053536,"Go predators (@ Walled Lake Northern Football Field in Commerce, MI) https://t.co/67f3SwtDRw https://t.co/AYSccFveNf"
achurchofus,6.63E+17,11/7/15 14:28,11/07/15,14:28,33.36805556,-98.75805556,We were blessed to be brought to a high school football game by our new friend Tom Parker. It is much https://t.co/U9JlGmSkYj
DannyJamieson14,6.63E+17,11/7/15 14:29,11/07/15,14:29,52.9882897,-2.17539217,A true great of English football - Sir Stanley Matthews - looks out over Stoke #BPLonNBC @ Britannia https://t.co/2AlULS9DTO
MorseCodeRed,6.63E+17,11/7/15 14:30,11/07/15,14:30,34.01078785,-84.57479723,@BearlyDoug I'm covering the @SunBelt Women's Soccer Championships in Atlanta. Back to the football sideline next week in Monroe or Troy.
SWernerPG,6.63001E+17,11/7/15 14:32,11/07/15,14:32,40.44666667,-80.01583333,Greetings. Let us football. @ Heinz Field https://t.co/DvMTWAH3Ab
Ben_Warren_1984,6.63001E+17,11/7/15 14:32,11/07/15,14:32,51.50944402,-0.23203935,My boy mr.banana_bus  @ QPR - Loftus Road Football Stadium https://t.co/frxWRyCR0T
jonleomari,6.63001E+17,11/7/15 14:32,11/07/15,14:32,14.39850919,121.0478265,It's been a while... Done for the night!  #ManHurFC #Football #CFL #vsco #vscoph #vscocam @ https://t.co/jUyYBkNf8v
Thatsjavonna,6.63001E+17,11/7/15 14:33,11/07/15,14:33,29.8577761,-95.4275007,I support the basketball team more than the football team ... But Boy Scrimmage this morning 
marcbowker,6.63002E+17,11/7/15 14:34,11/07/15,14:34,55.9410049,-4.72716808,Football with my boys! (@ Cappielow Park - @gmfcofficial for Greenock Morton vs Livingston) https://t.co/sAYnM4oClg https://t.co/fdaTnvQW2S
svermeulen,6.63002E+17,11/7/15 14:35,11/07/15,14:35,51.53186007,0.03865601,Irons! #whuefc @ West Ham Utd Football Ground https://t.co/YkPIvKyZlc
