user_id,tweet_id,date,latitude,longitude,content
917268704,577538223867564033,Mon Mar 16 18:33:37 +0000 2015,37.045358,35.306778,Polen (at @KonakKahvesi in Adana w/ @seymacingozler) https://t.co/Ws2o59eKB8
128451980,577538832935100418,Mon Mar 16 18:36:02 +0000 2015,28.067517,-82.441788,The pollen ain't no joke right now. Smh
751936416,577538905496363008,Mon Mar 16 18:36:19 +0000 2015,38.288241,-104.573836,Allergies are the death of me today
23021727,577539024379756544,Mon Mar 16 18:36:48 +0000 2015,32.301074,-95.269932,"In theory, I love the shifting weather temperatures. In reality, my body hates it. #sinuses #allergies "
814482296,577539257495003136,Mon Mar 16 18:37:43 +0000 2015,37.688041,-97.499795,Wouldn't surprise me if I dropped dead from these allergies
1687202130,577539950662414337,Mon Mar 16 18:40:29 +0000 2015,37.919966,-121.733635,Oh allergy shots are so much fun http://t.co/HkjsgStgZ1
382839346,577540068388290560,Mon Mar 16 18:40:57 +0000 2015,41.899891,-84.059713,I have never sneezed as much in my life as I have this entire week IM OVER SO OVER ALLERGY SEASON
1321190766,577540321443061762,Mon Mar 16 18:41:57 +0000 2015,33.325855,-111.990215,When everyone including the staff at school thinks you're high Bc allergies 
55540658,577540419212296192,Mon Mar 16 18:42:20 +0000 2015,41.888046,-87.626267,Expert Predicts Heavy Season For Allergy Sufferers: Allergy season is officially here and it may be worse than http://t.co/q6XFnTzDfE
606096077,577540455774072832,Mon Mar 16 18:42:29 +0000 2015,34.134764,-118.050854,I was trying to call out work bc of my allergies &amp; then my boss asked me to cover her bc she's calling out sick so guess who's here? 
606096077,577540739166441472,Mon Mar 16 18:43:37 +0000 2015,34.134657,-118.05079,*breathes in deeply* *breathes out sneezing like a dragon* ahhh beautiful. Allergies are beautiful 
2864005429,577540990933856257,Mon Mar 16 18:44:37 +0000 2015,35.259032,-81.120068,I'm about to get hella sick with allergies cause of this weather.
2577518930,577541047028461568,Mon Mar 16 18:44:50 +0000 2015,39.648339,-76.363857,MY ALLERGIES ARE SO BAD RIGHT NOW HOLY FUCK
15094638,577541422620000256,Mon Mar 16 18:46:20 +0000 2015,41.543413,-87.795491,"as much as i love the nice weather, my allergies are already actin up "
942515845,577542228190457857,Mon Mar 16 18:49:32 +0000 2015,38.003057,-121.792823,@beachbaabeee I have hella bad allergies too 
735458954,577543142771130369,Mon Mar 16 18:53:10 +0000 2015,42.060359,-87.837204,Allergies are so awful PLS stop pls go away
594783019,577543248027070464,Mon Mar 16 18:53:35 +0000 2015,32.547061,-85.369973,allergies already kicking in smfh
716980984,577543528848470016,Mon Mar 16 18:54:42 +0000 2015,32.22228,-81.81868,The pollen is ridiculous.
2666426204,577543956344406016,Mon Mar 16 18:56:24 +0000 2015,7.080238,125.619592,Good luck na lng sa akn karn. Ang akin allergy huhuhu
166329136,577544292136194048,Mon Mar 16 18:57:44 +0000 2015,37.652682,-122.051852,Omg my allergies are killing me right now
2471715568,577544432360226816,Mon Mar 16 18:58:17 +0000 2015,39.99587,-82.940383,this allergy attack is vicious
101979459,577544467344814080,Mon Mar 16 18:58:25 +0000 2015,33.645435,-117.839822,I hate these allergies
44000266,577544545589690368,Mon Mar 16 18:58:44 +0000 2015,33.49688,-80.848433,My allergies messing with me bad.
313857691,577545269228793856,Mon Mar 16 19:01:37 +0000 2015,40.895022,29.221999,@polen6 Polen sana birey sormam lazm ok mhim bir i. Nerden ulaabilirim srpriz olduu iin gizli olmal.
2214706471,577545490956439552,Mon Mar 16 19:02:29 +0000 2015,37.404972,-5.942766,Aroma de canela y de polen que nadie te pueda robar tu aventuraaaaaa
55479191,577545704404606976,Mon Mar 16 19:03:20 +0000 2015,32.023809,-81.062588,I really hate pollen
398469797,577545806816870401,Mon Mar 16 19:03:45 +0000 2015,40.927566,-81.124142,My allergies wish it was still snowing.. But I'd much rather sneeze than freeze. My nose is the real MVP.
487171009,577545977504104449,Mon Mar 16 19:04:25 +0000 2015,38.279548,-89.377483,Everyone is excited for spring and I'm trying to prepare myself for endless months of allergy hell
312886753,577546153731964928,Mon Mar 16 19:05:07 +0000 2015,30.83737,-83.32144,the amount of pollen on my car is disgusting 
1216495992,577546327497658369,Mon Mar 16 19:05:49 +0000 2015,49.301178,-122.782375,@RickyPDillon POLLEN IS IN THE AIR IM SNEEZING :(
2705307582,577546486604541952,Mon Mar 16 19:06:27 +0000 2015,38.726634,-90.316517,"Lol these allergies suck so bad, theres a downside to every season :/"
861801882,577546818105577472,Mon Mar 16 19:07:46 +0000 2015,33.237661,-111.805656,allergies will be the death of me :-)
471269897,577546967548473344,Mon Mar 16 19:08:22 +0000 2015,30.463116,-84.327826,I wanna wash my car but this pollen BS will ruin will ruin it
1359777619,577547282461016064,Mon Mar 16 19:09:37 +0000 2015,25.929081,-97.48821,I hate my allergies so much
842439462,577547624422715392,Mon Mar 16 19:10:58 +0000 2015,32.524241,-83.617096,My car has so much pollen on it
2444236830,577548184316211200,Mon Mar 16 19:13:12 +0000 2015,43.131778,-89.290603,"I might be breaking out the neti pot tonight, ugggg allergies "
410201810,577548212636139521,Mon Mar 16 19:13:18 +0000 2015,38.891281,-77.003739,"@BeltwayBargain: Hey DC, I love this spring-like weather, but not so much the pollen &amp; mosquitoes #dcproblems // co-sign"
43768003,577548223511961600,Mon Mar 16 19:13:21 +0000 2015,32.021477,-81.064912,fucking pollen 
500429922,577548390352875521,Mon Mar 16 19:14:01 +0000 2015,37.704884,-121.910004,I just love losing my nose ring because of allergies &amp; didn't bring a replacement w/ me. 
1547595175,577548768297512961,Mon Mar 16 19:15:31 +0000 2015,28.614054,-81.274987,"P.E.M.E.S.P.I.S.
please
excuse
my
excessive
sneezing
pollen
is
satan"
140865518,577550019143794688,Mon Mar 16 19:20:29 +0000 2015,43.369804,-79.741513,@redsoxsi @PatrickEagles @pnm1979 @MattWoosie @tweetingnav Definitely. Wilbrahimovic did well in the playoffs despite his goal allergy.
946322742,577550038240473088,Mon Mar 16 19:20:34 +0000 2015,40.50714,-3.695229,"Especial #alergias - La #alergia al #polen es tpica de la primavera, pero hay ms causas http://t.co/x8clTrF4Vv http://t.co/0Fx4vjt9kI"
159289968,577550486909378560,Mon Mar 16 19:22:21 +0000 2015,38.6445,-75.608846,Allergies went from 0 to 100 
145732319,577550819257511936,Mon Mar 16 19:23:40 +0000 2015,32.454482,-81.767615,My sinuses and allergies fuckin up mannn
1373024070,577551204923887616,Mon Mar 16 19:25:12 +0000 2015,33.573283,-81.767105,I think I have a mixture of allergies and a cold
471269897,577552725744840704,Mon Mar 16 19:31:14 +0000 2015,30.463143,-84.327811,I want to wash my car but this pollen BS will ruin it
1717004468,577552930007461888,Mon Mar 16 19:32:03 +0000 2015,38.05337,-102.132672,These allergies will be the death of me..
23483984,577553894579920897,Mon Mar 16 19:35:53 +0000 2015,29.942631,-93.93436,@RDiane15 /my allergies flare up
239562239,577554321476300800,Mon Mar 16 19:37:35 +0000 2015,32.965562,-82.805672,..I hate pollen with a serious passion man 
437808626,577554329931948032,Mon Mar 16 19:37:37 +0000 2015,38.540211,-121.505753,Allergies are real today
1401100645,577554774947577856,Mon Mar 16 19:39:23 +0000 2015,34.167178,-117.348271,Thank da lawd i dont get allergies 
509991524,577554887455563776,Mon Mar 16 19:39:50 +0000 2015,14.538493,121.106266,Skin allergy kngina kelan moko lulubayan ateeeee? -______-
81883499,577555017575608320,Mon Mar 16 19:40:21 +0000 2015,32.397755,-81.809376,"So washed my car for the first time and the pollen is still here, it just made spots all over my car "
248015754,577555502743293952,Mon Mar 16 19:42:16 +0000 2015,43.038507,-78.728908,Allergy medicine is actually the worst tasting thing ever
2856279265,577555545306988544,Mon Mar 16 19:42:27 +0000 2015,45.513331,-122.679733,Allergies have taken over and I just walk around with Advil and DayQuil in my pocket. #casual
192611656,577555645257281536,Mon Mar 16 19:42:50 +0000 2015,37.971917,-122.042953,Flonase allergy relief I'm taking now &gt;&gt;&gt;&gt;
197665492,577555780704010240,Mon Mar 16 19:43:23 +0000 2015,32.987472,-80.200541,I've been in Summerville for about 20 mins and my cat is already a nice shade of green. Gotta love pollen season in the low country!
30463037,577555857761837056,Mon Mar 16 19:43:41 +0000 2015,41.388113,-82.092713,Ugh I feel like crap. Hopes it's just allergies
896345018,577556318468247552,Mon Mar 16 19:45:31 +0000 2015,33.177737,-96.776059,I love spring but I fucking hate my allergies
61590724,577556488547270656,Mon Mar 16 19:46:12 +0000 2015,38.492469,-121.499099,Hate being sick/allergies
1650957020,577557308818997248,Mon Mar 16 19:49:27 +0000 2015,51.167901,4.458994,'k heb al zin in Polen me u 
896186448,577557391660601344,Mon Mar 16 19:49:47 +0000 2015,44.960908,-93.281436,Cracked my phone..... Why. First allergies now this.... Fuck you monday
1342902470,577557649744654336,Mon Mar 16 19:50:48 +0000 2015,35.237958,-81.352993,My allergies are horrible right now 
2467453924,577557765209636866,Mon Mar 16 19:51:16 +0000 2015,51.375247,-0.40571,@British_Airways you don't offer #allergy aware food on short flights?You offer food for others on 2hr flights but not #glutenfree? #unfair
360262196,577558288155480064,Mon Mar 16 19:53:21 +0000 2015,35.911419,-79.059553,"just got asked for the third time today if im crying 

THX ALLERGIES "
509991524,577558950897307648,Mon Mar 16 19:55:59 +0000 2015,14.538493,121.106266,Ang kati ng balat ko dahil sa allergy
705450182,577559444831277057,Mon Mar 16 19:57:56 +0000 2015,33.847198,-84.036874,Gotta start taking my allergy medicine again BC on my run I legit almost died.
37253345,577559566818369536,Mon Mar 16 19:58:25 +0000 2015,34.575726,-118.089569,Allergies suck
96042376,577559722712260608,Mon Mar 16 19:59:03 +0000 2015,35.787898,-78.668174,Anybody else's allergies already messed up? 
972781621,577559900714344448,Mon Mar 16 19:59:45 +0000 2015,38.904326,-104.77621,@jctvweather this is gonna be a rough allergy season!! I'm dyin  already #allergies #ugh
377124212,577559907773386752,Mon Mar 16 19:59:47 +0000 2015,35.788251,-78.674254, @StephoStaxx415: Anybody else's allergies already messed up? 
246845344,577560324045410304,Mon Mar 16 20:01:26 +0000 2015,36.19445,-86.793565,"Death by allergies. SOS. Thank you, Nashville."
284285972,577560394698354688,Mon Mar 16 20:01:43 +0000 2015,21.48911,-158.08399,@itsginalauren: allergies only bitch niggas have allergies 
96042376,577560529499217920,Mon Mar 16 20:02:15 +0000 2015,35.783192,-78.66557,"Eyes all itchy, head pounding, I'm about to catch a nap. Pollen has done me in for the day."
2309658109,577560764233293825,Mon Mar 16 20:03:11 +0000 2015,33.911611,-118.370502,S/o to the cute barista at Starbucks that bought me a coffee cause he thought I was crying #allergies #but 
717468002,577560864741535746,Mon Mar 16 20:03:35 +0000 2015,41.778953,-88.302542,I hate my allergies.
2387814972,577561035470581760,Mon Mar 16 20:04:16 +0000 2015,33.417848,-111.90423,Allergies have me feeling like my face is falling off  #DamnitSpring
251313908,577561806178152448,Mon Mar 16 20:07:19 +0000 2015,27.742764,-97.4361,@SexyJade_3: Allergies are killing me right now!  same 
564150799,577562334836731905,Mon Mar 16 20:09:25 +0000 2015,33.958531,-81.000357,Hoped that siting outside in the sun would lift my spirits but no it just gave me allergies #earinfectionsondeck
1293604357,577562510896803840,Mon Mar 16 20:10:07 +0000 2015,42.49586,-92.327305,Oh my god I hate allergies
65942587,577562643512233984,Mon Mar 16 20:10:39 +0000 2015,41.131343,-81.474348,@TonyGrossi @MatthewCRenda don't worry though in between bee pollen commercials @TheRealTRizzo will sign off on it hes another one #Chooches
132048546,577562690186440704,Mon Mar 16 20:10:50 +0000 2015,43.594443,-116.203108,"I just sneezed and on my life, I thought my eyeballs were gonna fall out....allergy season plz do not come I really don't need you"
2455218279,577562831123427328,Mon Mar 16 20:11:24 +0000 2015,38.796059,-90.504067,Allergies suck.
2713632681,577563467902668800,Mon Mar 16 20:13:56 +0000 2015,45.528627,-122.819768,"""Yvette, do you have allergies, or are you immune to fuckboy?"""
310390173,577563538962546691,Mon Mar 16 20:14:12 +0000 2015,39.697086,-104.932884,These damn allergies are killing me
427755381,577563980945756160,Mon Mar 16 20:15:58 +0000 2015,36.725695,-119.735523,Coming back to fresno instantly gave me a horrible headache and allergies
19054333,577564045420707840,Mon Mar 16 20:16:13 +0000 2015,40.724121,-73.951949,@rooftopfarmer oh oh Annie when should I start my allergy medicine? I am going to preempt the shit out of my allergies this year
67968414,577564353978740736,Mon Mar 16 20:17:27 +0000 2015,37.935418,-121.296307,damn allergies
785186160,577564550691725312,Mon Mar 16 20:18:14 +0000 2015,36.138335,-86.805581,Spring allergies got me like 
1273734620,577564971111989249,Mon Mar 16 20:19:54 +0000 2015,42.383918,-87.929335,Can barely breathe in my house because of my allergies and my dogs 
444266610,577565156806418432,Mon Mar 16 20:20:38 +0000 2015,39.697967,-75.396408,I just foundt out i have allergies for the first time in 20 years
2187300314,577565563053981696,Mon Mar 16 20:22:15 +0000 2015,30.328042,-94.981416,All of this pollen on my black ass car. 
546259416,577565690955100160,Mon Mar 16 20:22:46 +0000 2015,32.963508,-111.531253,My allergies are so bad rn 
65575338,577566147471527937,Mon Mar 16 20:24:34 +0000 2015,38.855921,-94.799115,Bad thing i#s my allergies and the bugs are already out.
285976369,577566279265095681,Mon Mar 16 20:25:06 +0000 2015,43.688689,-85.484196,These dramatic changes in weather are really killing my allergies #dying
18946669,577566560551706624,Mon Mar 16 20:26:13 +0000 2015,30.268783,-97.744231,I wonder if there's any pigeons with a peanut allergy.
625874455,577566751770046464,Mon Mar 16 20:26:58 +0000 2015,37.068147,-120.814335,Fuck allergies
238702999,577566865804886016,Mon Mar 16 20:27:26 +0000 2015,39.369998,-94.380755,Fuck you allergies
703774873,577567825344106496,Mon Mar 16 20:31:14 +0000 2015,37.671924,-121.915012,Spring time means allergy season
1721431129,577568408725819392,Mon Mar 16 20:33:33 +0000 2015,29.662589,-82.424836,on another note this POLLEN on my car is making me look like I don't give a fuck about anything when I actually really do
1562196584,577569142359744513,Mon Mar 16 20:36:28 +0000 2015,30.454847,-84.313746,Woooooooo! Allergy season! Turn up for Kleenex!
2258057246,577569250321141760,Mon Mar 16 20:36:54 +0000 2015,36.940311,-120.066137,Stupid allergies
809985698,577569348627210240,Mon Mar 16 20:37:18 +0000 2015,41.436852,-82.201076,"Warm weather is great and all, until you realize that allergy season will be soon"
3054369125,577570219331186688,Mon Mar 16 20:40:45 +0000 2015,28.524582,-81.488042,tis the season that every car will have a layer off pollen covering their car
81270312,577570386092515328,Mon Mar 16 20:41:25 +0000 2015,38.942914,-92.324669,Allergies goin up 
117925455,577570415054360576,Mon Mar 16 20:41:32 +0000 2015,29.625838,-82.372974,The pollen in Gainesville is ridiculous
1342458997,577570541843951616,Mon Mar 16 20:42:02 +0000 2015,48.713698,2.040757,le rhume et les allergies sont en train de m'enterrer
182146410,577570568771399680,Mon Mar 16 20:42:08 +0000 2015,34.753541,-86.651005,"Here comes the warm weather. 
Here comes the allergies "
240790823,577570615512735744,Mon Mar 16 20:42:20 +0000 2015,39.876944,3.016389,"temp: 9,0C  temp mx: 13,3C temp mn: 5,3C
humitat: 57 %
vent:0,0km/h
pressi: 1020,0hpa
pluja: 0,0mm
#pollena #meteo"
103013596,577570661448691712,Mon Mar 16 20:42:31 +0000 2015,30.437974,-84.285367,#pollen #SpanishMoss #LiveOak #evergreen and #palmetto http://t.co/uVemaGyoNv
321596787,577571446282711040,Mon Mar 16 20:45:38 +0000 2015,39.316447,-84.596078,First warm day and I can already feel the allergies kicking in 
41819810,577571483217604608,Mon Mar 16 20:45:47 +0000 2015,30.153418,-95.450928,I adore springtime but abhor these allergies #springtime  #pollen
313718639,577572300075216896,Mon Mar 16 20:49:01 +0000 2015,30.848066,-83.290316,My allergies never messed with me til now
330753637,577572570574127104,Mon Mar 16 20:50:06 +0000 2015,38.878636,-121.305201,Allergies are actually ruining my life 
1069897046,577572691307200513,Mon Mar 16 20:50:35 +0000 2015,39.711931,-104.905534,Feels like summer but my allergies say otherwise 
1912517306,577573100880945152,Mon Mar 16 20:52:12 +0000 2015,42.443826,-73.794952,Ugh I hate allergies!
200853635,577573618294620160,Mon Mar 16 20:54:16 +0000 2015,34.125228,-81.387001,Pollen 
29039426,577573916647915520,Mon Mar 16 20:55:27 +0000 2015,36.155201,-82.807622,Forgot to take my allergy medicine before going out and I feel like I could die. Let the season of allergies commence.
370877973,577575024607039489,Mon Mar 16 20:59:51 +0000 2015,30.544359,-87.219581,"This warm weather is dope, I just wish my allergies didn't come with it."
254967894,577575153845993472,Mon Mar 16 21:00:22 +0000 2015,47.908691,-122.225629,"Is anyone else suffering from allergies in the #PNW? Luckily, I'm working my way through A Curse Unbroken by @cecyrobson to cheer me up!"
56465581,577575541907152896,Mon Mar 16 21:01:54 +0000 2015,26.296162,-97.968479,I hate allergies!!! 
47799575,577576337784733696,Mon Mar 16 21:05:04 +0000 2015,28.551351,-81.518338,Allergies suck
612807541,577576419116613633,Mon Mar 16 21:05:23 +0000 2015,53.963507,-2.025461,"Think these @ReadingFC players have an allergy to feathers, they only need to be touched by one and they go down #bcafc #softsoutherntwats"
594826266,577576571374080000,Mon Mar 16 21:06:00 +0000 2015,33.876269,-84.017302,Ivan is so upset about his weekly visits to the Atlanta  allergy &amp; asthma clinic
333838581,577576622280302595,Mon Mar 16 21:06:12 +0000 2015,37.261935,-77.310995,My allergies being reall nasty... Like last spring it ainn even bother me but wooah its acting up now frfr 
234467129,577576688051220480,Mon Mar 16 21:06:27 +0000 2015,50.8654,4.377584,@niklassvensson @lasseml : bra att ni gr det. Polen underskattas jmnt och stndigt i den svenska debatten
97799065,577577271164313600,Mon Mar 16 21:08:46 +0000 2015,29.22247,-81.040107,I aint gone wash my car until june lol pollen got me wasting money
966602204,577577499216908289,Mon Mar 16 21:09:41 +0000 2015,30.332796,-94.392435,It literally raining pollen
724641290,577577655278546944,Mon Mar 16 21:10:18 +0000 2015,38.567048,-121.42512,Allergies just hit me SO hard 
47846834,577577731753426944,Mon Mar 16 21:10:36 +0000 2015,29.949479,-82.100567,ALLERGIES HAVE  ME LIKE UGH!!
339488060,577578603208007680,Mon Mar 16 21:14:04 +0000 2015,34.411071,-119.85829,Woke up with extremely bad allergies. Is it spring? ..Already?
449461964,577579305376423936,Mon Mar 16 21:16:51 +0000 2015,36.05202,-115.130306,Eating straight pollen has probably been the stupidest thing I've done. I can't breathe.
605738678,577579842784391168,Mon Mar 16 21:19:00 +0000 2015,51.749049,0.453811,Parents of teen killed by severe dairy allergy sue diner http://t.co/eZ8ys1Mdg0 via @MailOnline
383784512,577580423305363456,Mon Mar 16 21:21:18 +0000 2015,48.694673,2.456834,"@LaPiccolina_96 interdire l'anorexie est impossible, comme interdire l'obsit ou les allergies.."
400002310,577580441030504448,Mon Mar 16 21:21:22 +0000 2015,39.923546,-82.780594,I can't tell if this is a cold or my allergies #springprobs
303589662,577580445287751681,Mon Mar 16 21:21:23 +0000 2015,33.509468,-82.063916,@jeffdahkillah it's an infection or an allergy to somethin blooming
452579683,577580622211784705,Mon Mar 16 21:22:05 +0000 2015,40.685554,-74.110115,@_jalisashantel: Hate getting allergies RFT
365789209,577580890978570240,Mon Mar 16 21:23:10 +0000 2015,37.553486,-77.451379," hello Spring! @RanierMoore: I got allergies , got a lot of allergies
Took some Benadryl to help my itchy eyes and constant sneeze"
796078040,577581488545402880,Mon Mar 16 21:25:32 +0000 2015,47.327856,5.065887,"je dois aller faire des test pour les allergies, pas chiant a encore"
49777041,577581792602947584,Mon Mar 16 21:26:44 +0000 2015,34.011682,-118.40981,"No lie. That ""interview"" had my allergies going...  #StupidAllergies RT @rapsodymusic: Pac would be proud K Dot. http://t.co/GVmGTXOkNq"
19769121,577582017908457472,Mon Mar 16 21:27:38 +0000 2015,33.791782,-84.39782,@kreyolxugly: Bring on all the 98 degree pollen-filled days. I'm ready. *squirts nasal spray*  // I'm on my way to the morgue. 
363155532,577582065467592704,Mon Mar 16 21:27:50 +0000 2015,39.161078,-94.519173,My allergies are slowly killing me!!! 
25197041,577582072153395200,Mon Mar 16 21:27:51 +0000 2015,33.918793,-83.376181,Oh the smell of pollen in the air...
340334383,577582142563184640,Mon Mar 16 21:28:08 +0000 2015,32.678856,-97.128742,Allergies got me like faaaawk man
243704214,577582379398729728,Mon Mar 16 21:29:04 +0000 2015,51.577417,5.132962,@Sylvannaa je moet op zon club uit de 4de league uit polen zetten. Winnen vaak met een 10-0 ofzo. Klopt daar niet helemaal haha
326958671,577582748929392640,Mon Mar 16 21:30:32 +0000 2015,40.816027,-96.689426,My allergies are wildin today
194730510,577583530345107456,Mon Mar 16 21:33:39 +0000 2015,56.226875,12.834684,@Vankelhane Fanns fler rykande ruiner frn Sovjetkommunismen i tex Polen och Tjeckien. Bttre utveckling dr @KarinHoffstrom @RolandXSweden
2257022127,577583648867766274,Mon Mar 16 21:34:07 +0000 2015,40.739554,-73.56777,I HATE SPRING ALLERGIES 
599465250,577584214897356800,Mon Mar 16 21:36:22 +0000 2015,38.384381,-85.260582,Worst part about spring is my allergies.
303589662,577584519303290880,Mon Mar 16 21:37:35 +0000 2015,33.50952,-82.063843,@jeffdahkillah @MaryNavratil well snap! That doesn't match an allergy then or you would have been like this before ..
1077348247,577584575229992960,Mon Mar 16 21:37:48 +0000 2015,36.205115,-115.16646,Allergies man . There killing me 
2935612429,577584717135880192,Mon Mar 16 21:38:22 +0000 2015,32.70194,-97.34358,"@_vpuente013: Time to bring out all the allergy medicine, I hate the weather change tru tru tru tru tru"
2935612429,577584828557570048,Mon Mar 16 21:38:48 +0000 2015,32.701943,-97.344027,Trinidad asked me if something was wrong told but they were my fucking allergies
944949948,577585565735907328,Mon Mar 16 21:41:44 +0000 2015,34.00769,-83.92583,The heat can stay but the pollen needs to go 
42115525,577585878085697536,Mon Mar 16 21:42:59 +0000 2015,41.275801,-111.96886,@MelissaMontano_ It almost tastes like allergies.. My eyes are turning red and becoming itchy already..
16129763,577586301932732417,Mon Mar 16 21:44:40 +0000 2015,52.345454,4.867506,Als je in Polen met drank op gaat rijden.... Zit je tussen de 6 maanden en 10 jaar in de bak! (Of je koopt een agent om)
50814918,577586408677748736,Mon Mar 16 21:45:05 +0000 2015,36.023833,-115.147816,My allergies are so bad ugh
1085039634,577587006655483904,Mon Mar 16 21:47:28 +0000 2015,30.58981,-96.303269,@alexmasek_02 perfect... I'll look at finish time around 5-ish? Will be chopped by 5:30. Any allergies I should know about?
752454410,577587676989165568,Mon Mar 16 21:50:07 +0000 2015,28.880425,-81.285508,Allergies 
357840103,577587837375148032,Mon Mar 16 21:50:46 +0000 2015,30.455289,-84.324185,I don't like spring at all allergies always flair up round this year
24341479,577588081085169664,Mon Mar 16 21:51:44 +0000 2015,37.427376,-121.892969,Still fighting allergies...sad to say they are winning...thinking need beach trip soon!!!
356590174,577589533274963968,Mon Mar 16 21:57:30 +0000 2015,42.371076,-71.549338,Allergies are kicking my ass
70275932,577589976214298624,Mon Mar 16 21:59:16 +0000 2015,33.775044,-84.364346,I love early spring days. The weather is so nice and none of the pollen has set in yet.
2750264013,577590076877594625,Mon Mar 16 21:59:40 +0000 2015,38.670967,-121.526978,Fuck these white trees giving me allergies
2907861651,577590687597740035,Mon Mar 16 22:02:05 +0000 2015,37.423103,-77.47879,My allergies are starting to get the best of me
353175113,577590736637599746,Mon Mar 16 22:02:17 +0000 2015,36.28779,-86.7719,My allergies don't really appreciate the weather going straight from winter to summer 
446623863,577591452307312640,Mon Mar 16 22:05:08 +0000 2015,33.592892,-117.691831,Fuck you allergies 
2468547954,577591730016415745,Mon Mar 16 22:06:14 +0000 2015,32.318323,-106.750395,Beautiful Blooming Allergies  http://t.co/ZN9zr4bTEq
1419338047,577591826087088128,Mon Mar 16 22:06:37 +0000 2015,41.701706,-88.262624,for the love of everything pls give me some allergy meds.
2961274191,577592163619479552,Mon Mar 16 22:07:57 +0000 2015,33.466352,-84.453473,"Now I can start using this ""pollen"" excuse for red eyes"
478711140,577592568093011969,Mon Mar 16 22:09:34 +0000 2015,60.174294,10.235171,Toppen av mandagskransekaka. Kom meg i det minste hjem fr den helvetes pollen-nesa begynte  bl da. Gir snart opp! http://t.co/fm3iC9EWLf
85923196,577592696015101952,Mon Mar 16 22:10:04 +0000 2015,52.554404,-1.859829,Gotta have an allergy test and it's gonna cost 160 
132237894,577592818803220481,Mon Mar 16 22:10:33 +0000 2015,40.198181,-74.111726,"Dear Allergies,

Can we not?"
2427964822,577592828404084736,Mon Mar 16 22:10:36 +0000 2015,46.120467,-62.857614,@jessetyler no pollen here!! http://t.co/WmTxRCbI57
345640913,577593123632709632,Mon Mar 16 22:11:46 +0000 2015,40.502937,-88.998736,"I'm all for the warm weather, but these allergies need to go"
717205225,577593674550267904,Mon Mar 16 22:13:57 +0000 2015,30.808055,-81.577729,I've been inside all day and my allergies are still killing me.
550647741,577594225656643584,Mon Mar 16 22:16:09 +0000 2015,37.837982,-122.108391,It's pretty dope to actually see pollen floating around
180166987,577594571078647808,Mon Mar 16 22:17:31 +0000 2015,33.776267,-84.477435,Eyes hurt like hell I hate the spring time #allergies
59321547,577594857931157504,Mon Mar 16 22:18:39 +0000 2015,30.470752,-84.344073,@Steph_erz fuck beez and this pollen shit 
2635774127,577594910108438528,Mon Mar 16 22:18:52 +0000 2015,39.275613,-76.820823,So lucky I don't have allergies 
360921041,577595171832909824,Mon Mar 16 22:19:54 +0000 2015,29.95538,-95.273746,I washed my car yesterday and it's already full of pollen. 
1138603753,577595719176978432,Mon Mar 16 22:22:05 +0000 2015,33.863363,-118.178116,This weather is giving me allergies
